Tue Jun 12 21:32:49 +0000 2018,$WMT Trade Setup For Experienced Investors Right Here...  https://t.co/MPZzd3ESWa
Tue Jun 12 21:15:09 +0000 2018,"The first #ebay $EBAY website from June 19, 1997 https://t.co/1B9o0zFmx5"
Tue Jun 12 20:11:26 +0000 2018,New long position on $EBAY - entry: $40.36 and I really like this risk/reward ratio!\\n\\nStop: around a small push under the 55EMA ($40.18)\\nTargets: 1/3 under resistance $40.65 (which I will buy back at support) - 2/3 at $41.41 https://t.co/0JWKyqNu2E
Tue Jun 12 20:07:41 +0000 2018,"RT @androsForm: $EBAY will start selling products on a relatively new Middle Eastern e-commerce venture in the second half of the year, the\\u2026"
Tue Jun 12 19:33:22 +0000 2018,$EBAY $EBAYL eBay partners with Dubai billionaire for Middle East sales https://t.co/dMIJE7Bsi1
Tue Jun 12 19:28:44 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48IT\'S A VERY SIMPLE CHART AND BOUNCE IN PROGRESS\\n\\u26a1\\ufe0fFUN AND PROFITABLE RIDE AHEAD\\ud83e\\udd84EVER RIDE A #UNICORN\\n\\ud83d\\udc8eFREE $FUS\\u2026
Tue Jun 12 19:19:00 +0000 2018,"$EBAY will start selling products on a relatively new Middle Eastern e-commerce venture in the second half of the year, the venture said Tue"
Tue Jun 12 19:14:02 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48IT\'S A VERY SIMPLE CHART AND BOUNCE IN PROGRESS\\n\\u26a1\\ufe0fFUN AND PROFITABLE RIDE AHEAD\\ud83e\\udd84EVER RIDE A #UNICORN\\n\\ud83d\\udc8eFREE $FUS\\u2026
Tue Jun 12 19:02:24 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48 THIS FIRESTORM IS JUST GETTING STARTED\\u26a1\\ufe0f\\u26a1\\ufe0f\\n\\ud83d\\udc8eFREE $FUSZ DD: https://t.co/Euvg8dofgd\\n\\n$AAPL $SIRI $SBUX $ZNGA $B\\u2026
Tue Jun 12 18:56:44 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48NEXT #UNICORN \\ud83e\\udd84TYPE PLAY STARING YOU RIGHT IN THE FACE AND DIRT CHEAP...WAS $3.04 04/18\\n\\ud83d\\udc9aFREE $FUSZ DD: https:/\\u2026
Tue Jun 12 18:53:40 +0000 2018,\\ud83d\\udc49 $FUSZ \\ud83d\\udc48IT\'S A VERY SIMPLE CHART AND BOUNCE IN PROGRESS\\n\\u26a1\\ufe0fFUN AND PROFITABLE RIDE AHEAD\\ud83e\\udd84EVER RIDE A #UNICORN\\n\\ud83d\\udc8eFREE $FUSZ DD: https://t.co/Euvg8dofgd\\n\\n$AAPL $SIRI $SBUX $ZNGA $BABA $QCOM $MSFT $AMZN $NVDA $NFLX $PYPL $PAY $EBAY $SNAP $FB $TWTR $HEAR $SNES $AVGR $GERN $BOXL https://t.co/Db9ajVix5a
Tue Jun 12 18:53:34 +0000 2018,#Earnings trade alerts coming soon $JBL $ADBE $KMX $KBH $BBBY $NKE $C $PNC $DAL $HOG $ABT $V $BBT $GS $MS $EBAY $V https://t.co/JL8RE7JivV https://t.co/yfvd80nMD2
Tue Jun 12 18:36:02 +0000 2018,Short sale volume (not short interest) for $IBN at 2018-06-11 is 56%. https://t.co/QesDHx7xW3 $ESV 71% $EBAY 58% $PSTG 56% $HCP 53%
Tue Jun 12 17:55:17 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48 THIS FIRESTORM IS JUST GETTING STARTED\\u26a1\\ufe0f\\u26a1\\ufe0f\\n\\ud83d\\udc8eFREE $FUSZ DD: https://t.co/Euvg8dofgd\\n\\n$AAPL $SIRI $SBUX $ZNGA $B\\u2026
Tue Jun 12 17:52:49 +0000 2018,\\ud83d\\udc49 $FUSZ \\ud83d\\udc48 THIS FIRESTORM IS JUST GETTING STARTED\\u26a1\\ufe0f\\u26a1\\ufe0f\\n\\ud83d\\udc8eFREE $FUSZ DD: https://t.co/Euvg8dofgd\\n\\n$AAPL $SIRI $SBUX $ZNGA $BABA $QCOM $MSFT $AMZN $NVDA $NFLX $PYPL $PAY $EBAY $SNAP $FB $TWTR $HEAR $SNES $AVGR $GERN $BOXL $HBAN $VALE $INTC $CSCO $CRM $ORCL $JD $MU https://t.co/NKopJxRXSD
Tue Jun 12 17:51:07 +0000 2018,\\ud83d\\udc49 $FUSZ \\ud83d\\udc48NEXT #UNICORN \\ud83e\\udd84TYPE PLAY STARING YOU RIGHT IN THE FACE AND DIRT CHEAP...WAS $3.04 04/18\\n\\ud83d\\udc9aFREE $FUSZ DD: https://t.co/Euvg8dofgd\\n\\n$AAPL $SIRI $SBUX $ZNGA $BABA $QCOM $MSFT $AMZN $NVDA $NFLX $PYPL $PAY $EBAY $SNAP $FB $TWTR $HEAR $SNES $AVGR $GERN $BOXL $HBAN $VALE https://t.co/Wgysau8hju
Tue Jun 12 17:41:06 +0000 2018,$PAOG .0054 is GREEN now - Huge MMJ Clinic NEWS sparks RALLY... $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG \\n$DIS  $IBM $MSFT $BIDU $VZ\\n$ADBE $AMAT $ADSK $AVGO $BABA $BRCD $CDNS $CAVM $CERN $CHKP $CSCO $CTXS $CTSH $CSC \\n$DVMT $DOV $DST $ATVI $EA $MU https://t.co/ewBUIVh3B6
Tue Jun 12 17:39:31 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48SEVERELY UNDERVALUED\\n#WEALTHBUILDER #MILLIONAIREMINDSET\\n\\ud83e\\udd84FREE $FUSZ DD: https://t.co/Euvg8dofgd\\n\\n$AVGR $AKER $O\\u2026
Tue Jun 12 17:35:18 +0000 2018,"Until you value yourself, you won\'t value your time. Until you value your time, you will not do anything with it\\n\\nThe Best Stock Investment For 2018\\nhttps://t.co/TRWNwvNhix\\n\\n $KMI $SDRL $NSAV $KO $MYDX $BABA $GTHP $DCTH $PG $PAOG $SIRI $EBAY $APYP $FUTL $SSOF $MO $MVES $WFT $FCX"
Tue Jun 12 17:19:15 +0000 2018,\\ud83d\\udc49 $FUSZ  \\ud83d\\udc48 RIDICULOUSLY CHEAP....OVERSOLD PERIOD #UNDERVALUED\\n\\u26a1\\ufe0fFREE $FUSZ DD: https://t.co/Euvg8dofgd\\n\\n$AAPL $SIRI $SBUX $ZNGA $BABA $QCOM $MSFT $AMZN $NVDA $NFLX $PYPL $PAY $EBAY $SNAP $FB $TWTR $HEAR $SNES $AVGR $GERN $BOXL $HBAN $VALE $INTC $CSCO $CRM $ORCL $JD $MU https://t.co/TULQlhUVo3
Tue Jun 12 17:17:22 +0000 2018,\\ud83d\\udc49 $FUSZ \\ud83d\\udc48SEVERELY UNDERVALUED\\n#WEALTHBUILDER #MILLIONAIREMINDSET\\n\\ud83e\\udd84FREE $FUSZ DD: https://t.co/Euvg8dofgd\\n\\n$AVGR $AKER $OPK $SNES $RXMD $SBOT $QCOM $APHQF $CBWTF $OGRMF $FCSC $SNAP $FB $TWTR $SIRI $FNMA $FMCC $AMZN $TSLA $NVDA $NFLX $EBAY $LODE $AGRX $NETS $RNVA $POTN $CBIS $GE https://t.co/qLcZqoYOgv
Tue Jun 12 17:14:37 +0000 2018,RT @jonnajarian: I trade throughout the show. At that moment I was selling upside calls in $EBAY @androsForm @HalftimeReport \\n$XLK https://\\u2026
Tue Jun 12 17:12:46 +0000 2018,$EBAY vertical rolled OCT18 $41 Cs to $42 Cs @ -.44 | +123%
Tue Jun 12 17:06:24 +0000 2018,$ARLZ .43 - (((OVERSOLD CHART PLAY ALERT))) Nasdaq Drug stock up 8% today - $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG \\n$DIS  $IBM $MSFT $BIDU $VZ\\n$ADBE $AMAT $ADSK $AVGO $BABA $BRCD $CDNS $CAVM $CERN $CHKP $CSCO $CTXS $CTSH $CSC \\n$DVMT $DOV $DST https://t.co/kTGsmEMegy
Tue Jun 12 16:17:08 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48 $FUSZ WAS 3.04 IN APRIL AND NOW GROSSLY OVERSOLD AT .62\\n\\ud83d\\udc49WHO DOESN\'T LIKE BUYING BOTTOMS \\ud83e\\udd84\\n\\n$AAPL $AXON $GLMD\\u2026
Tue Jun 12 16:05:26 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48 $FUSZ WAS 3.04 IN APRIL AND NOW GROSSLY OVERSOLD AT .62\\n\\ud83d\\udc49WHO DOESN\'T LIKE BUYING BOTTOMS \\ud83e\\udd84\\n\\n$AAPL $AXON $GLMD\\u2026
Tue Jun 12 15:47:34 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48 $FUSZ WAS 3.04 IN APRIL AND NOW GROSSLY OVERSOLD AT .62\\n\\ud83d\\udc49WHO DOESN\'T LIKE BUYING BOTTOMS \\ud83e\\udd84\\n\\n$AAPL $AXON $GLMD\\u2026
Tue Jun 12 15:39:58 +0000 2018,\\ud83d\\udc49 $FUSZ \\ud83d\\udc48 $FUSZ WAS 3.04 IN APRIL AND NOW GROSSLY OVERSOLD AT .62\\n\\ud83d\\udc49WHO DOESN\'T LIKE BUYING BOTTOMS \\ud83e\\udd84\\n\\n$AAPL $AXON $GLMD $CVSI $QCOM $MU $CRM $SAP $NVDA $NFLX $EBAY $PYPL $INTC $JD $MU $OPCL $BABA $LNGG $SIRI $KSHB $CSCO $ZNGA $SNAP $TWTR $FB $SAGE $CHK $SWN $VZ $SHLD $PLAY https://t.co/fK4DDhod7I
Tue Jun 12 15:35:18 +0000 2018,RT @jonnajarian: I trade throughout the show. At that moment I was selling upside calls in $EBAY @androsForm @HalftimeReport \\n$XLK https://\\u2026
Tue Jun 12 15:29:33 +0000 2018,RT @jonnajarian: I trade throughout the show. At that moment I was selling upside calls in $EBAY @androsForm @HalftimeReport \\n$XLK https://\\u2026
Tue Jun 12 14:31:24 +0000 2018,RT @jonnajarian: I trade throughout the show. At that moment I was selling upside calls in $EBAY @androsForm @HalftimeReport \\n$XLK https://\\u2026
Tue Jun 12 13:37:33 +0000 2018,Mideast online retailer https://t.co/AXtaQAgaXh partners with eBay $EBAY #EBAY #Retail #Retailandwholesale #Consumerservices https://t.co/DEmqzTyvuf
Tue Jun 12 13:37:28 +0000 2018,Mideast online retailer https://t.co/8kvo7A2yG3 partners with eBay $EBAY #EBAY #Retail #Retailandwholesale #Consumerservices https://t.co/GhOGKkphHD
Tue Jun 12 13:10:51 +0000 2018,6/12 Low IV Watch List: $EXPE $NFLX $AMZN $ALGN $TWTR $EPD $FB $IBM $UTX $CSX $NVDA $X $BMY $SKX $CLF $EBAY $AMT $ETE $PTLA $BA #trading #options
Tue Jun 12 12:42:29 +0000 2018,"@petenajarian @CNBC Love PTJ... he\'s one of the best! BTW, forgot to thank you for the $EBAY #UnusualOptionsActivity #BigWinner last week. A 100% ROC! You and Jon rock the #OptionsMarket - Thank You!"
Tue Jun 12 11:36:02 +0000 2018,Short sale vol (not short interest) for $ETSY on 2018-06-11 is 49%. https://t.co/bTVm0p2vjF $AMZN 54% $EBAY 58% $PRSS 85%
Tue Jun 12 11:00:06 +0000 2018,"Market Morning: Kim, Trump Getting Chummy, Seattle Backs off Head Tax, Iraq Balks at Saudis https://t.co/d4y0Ie1h87 $lpl $ebay $ewy $amzn"
Tue Jun 12 08:00:01 +0000 2018,Short sale volume(not short interest) for $BABA on 2018-06-11 is 61%. https://t.co/5f1GOOdaVD $EBAY 58% $OSTK 57% $SOHU 28% $AMZN 54%
Tue Jun 12 06:20:04 +0000 2018,RT @androsForm: @jonnajarian made my day man thanks! I\\u2019m still in the OCT18 $41s nice move on the JULs though $EBAY https://t.co/7S22pSPy9C
Tue Jun 12 03:42:56 +0000 2018,RT @trulyamazinghq: Awesome Fathers Day Gifts on sale NOW!\\nhttps://t.co/TTrNlftbbw\\n\\n$KMI $SDRL $NSAV $KO $MYDX $BABA $GTHP $DCTH $PG $PAOG\\u2026
Tue Jun 12 01:15:39 +0000 2018,Comparing TSYS $TSS and eBay $EBAY https://t.co/GqeOwgo2tR #stocks
Tue Jun 12 01:12:14 +0000 2018,Comparing TSYS $TSS and eBay $EBAY https://t.co/ovP7kvvyMc
Tue Jun 12 01:11:46 +0000 2018,Comparing TSYS $TSS and eBay $EBAY https://t.co/88PG67BbL0
Tue Jun 12 00:27:26 +0000 2018,RT @teresaarthur66: $QQQ $CSCO $SYMC $MU $TVIX $EBAY $UNIT $EMB $DISCK $IMMU $VEON $FLEX $YNDX $VOD $AGNC $FNSR $GOGO $SABR $ADI Largest de\\u2026
Tue Jun 12 00:16:45 +0000 2018,RT @jonnajarian: I trade throughout the show. At that moment I was selling upside calls in $EBAY @androsForm @HalftimeReport \\n$XLK https://\\u2026
Tue Jun 12 23:51:37 +0000 2018,RT @Watching_Stocks: \\u26a1\\ufe0f Amazon $AMZN &amp; $HMNY Partnership also includes SONY!\\n\\n\\
Tue Jun 12 23:49:41 +0000 2018,\\u26a1\\ufe0f Amazon $AMZN &amp; $HMNY Partnership also includes SONY!\\n\\n\\
Tue Jun 12 23:28:04 +0000 2018,@CNN @CNNMoney what does it say when a company like Sears connects with a company like Amazon and the stock goes up and comes right back down?? Leadership is vitally important. #TakeAction Support someone new (https://t.co/kULEAOELYa) $shld doesn\'t need $amzn . $amzn needs $shld
Tue Jun 12 22:52:25 +0000 2018,"#Seattle council votes to repeal #tax to help #homeless amid opposition from #Amazon , other businesses\\n\\nhttps://t.co/ogiN0YBylp $AMZN"
Tue Jun 12 22:32:14 +0000 2018,$AMZN RT @businessinsider: Here\'s why Amazon could launch its own cryptocurrency https://t.co/6Me2CwnZj1 https://t.co/ElCaiJBGKf
Tue Jun 12 22:10:07 +0000 2018,RT @Ev_Investor: Psst: $AMZN has a $820 billion dollar market cap today and there was endless whining for years from skeptics and shorts th\\u2026
Tue Jun 12 22:09:24 +0000 2018,RT @Ev_Investor: Psst: $AMZN has a $820 billion dollar market cap today and there was endless whining for years from skeptics and shorts th\\u2026
Tue Jun 12 22:03:07 +0000 2018,"RT @BenzingaPro: Seattle walking back its #headtax after Amazon, Starbucks launch PR campaign to turn the public against it\\n\\n$AMZN $SBUX ht\\u2026"
Tue Jun 12 21:58:00 +0000 2018,"$SBUX $AMZN Seattle Repeals Per-Worker Tax in Victory for Amazon, Employers via https://t.co/jURZDymPXI"
Tue Jun 12 21:46:20 +0000 2018,"RT @BenzingaPro: Seattle walking back its #headtax after Amazon, Starbucks launch PR campaign to turn the public against it\\n\\n$AMZN $SBUX ht\\u2026"
Tue Jun 12 21:46:19 +0000 2018,"RT @BenzingaPro: Seattle walking back its #headtax after Amazon, Starbucks launch PR campaign to turn the public against it\\n\\n$AMZN $SBUX ht\\u2026"
Tue Jun 12 21:09:03 +0000 2018,"RT @NSHBIZSichko: EXCLUSIVE: Amazon pursues another Nashville expansion. (Yes, different than its newly signed lease we reported last week)\\u2026"
Tue Jun 12 21:06:25 +0000 2018,"RT @NSHBIZSichko: Yes, Amazon just signed a lease for another #Nashville distribution hub. They aren\'t done -- stay tuned... \\n\\n$AMZN"
Tue Jun 12 20:45:06 +0000 2018,#Snap now sells its second-gen #Spectacles on #Amazon \\nhttps://t.co/4SCzEYzZ9i via @engadget $AMZN
Tue Jun 12 20:26:03 +0000 2018,"RT @NSHBIZSichko: EXCLUSIVE: Amazon pursues another Nashville expansion. (Yes, different than its newly signed lease we reported last week)\\u2026"
Tue Jun 12 20:24:49 +0000 2018,RT @theflynews: REPORT: Seattle to vote on measure to repeal so-called \\
Tue Jun 12 20:19:24 +0000 2018,$AMZN CLOSES HIGHER FOR THE 2ND DAY IN A ROW: https://t.co/XklOP9AY0c\\nSentiment: Neutral #AMZN #Amazon
Tue Jun 12 20:17:00 +0000 2018,REPORT: Seattle to vote on measure to repeal so-called \\
Tue Jun 12 19:59:19 +0000 2018,"RT @NSHBIZSichko: Yes, Amazon just signed a lease for another #Nashville distribution hub. They aren\'t done -- stay tuned... \\n\\n$AMZN"
Tue Jun 12 19:50:31 +0000 2018,"RT @NSHBIZSichko: Yes, Amazon just signed a lease for another #Nashville distribution hub. They aren\'t done -- stay tuned... \\n\\n$AMZN"
Tue Jun 12 19:43:13 +0000 2018,Sfmg Has Decreased Its Amazon Com $Call $AMZN Holding as Market Value Rose; Qualcomm $QCOM Position Increased by Capital Investment Advisors Llc https://t.co/ZNXKXJjPLo
Tue Jun 12 19:42:08 +0000 2018,"RT @NSHBIZSichko: Yes, Amazon just signed a lease for another #Nashville distribution hub. They aren\'t done -- stay tuned... \\n\\n$AMZN"
Tue Jun 12 19:38:31 +0000 2018,$AMZN Amazon Is Still Sorting Out Its Grocery Strategy https://t.co/9OgKEcEW3A https://t.co/XZ6RCXPaBG
Tue Jun 12 19:36:02 +0000 2018,"RT @NSHBIZSichko: EXCLUSIVE: Amazon pursues another Nashville expansion. (Yes, different than its newly signed lease we reported last week)\\u2026"
Tue Jun 12 19:35:12 +0000 2018,"RT @NSHBIZSichko: Yes, Amazon just signed a lease for another #Nashville distribution hub. They aren\'t done -- stay tuned... \\n\\n$AMZN"
Tue Jun 12 19:34:45 +0000 2018,"RT @charliebilello: In the past 10 years, Amazon has had an average P/E ratio of 345 and its stock is up over 2,000%. $AMZN"
Tue Jun 12 19:34:22 +0000 2018,@evepeyser Looks like your going to have to add the Amazon Prime flavors soon  $amzn https://t.co/0dIywfr3UP
Tue Jun 12 19:33:22 +0000 2018,$AMZN Dish expands Amazon Alexa features for set-top boxes https://t.co/XkgsTbk6p4
Tue Jun 12 19:32:59 +0000 2018,"EXCLUSIVE: Amazon pursues another Nashville expansion. (Yes, different than its newly signed lease we reported last week)\\nhttps://t.co/CeFKfsYCgv\\n$AMZN https://t.co/Yu5coPdBUt"
Tue Jun 12 19:13:42 +0000 2018,"Yes, Amazon just signed a lease for another #Nashville distribution hub. They aren\'t done -- stay tuned... \\n\\n$AMZN"
Tue Jun 12 19:11:33 +0000 2018,RT @stockerblog: Attempted #Burglary at #JeffBezos \' #Mansion Sparks Wild #PoliceChase \\nhttps://t.co/HM2nrH9Vn0 via @TMZ #Amazon $AMZN
Tue Jun 12 18:27:39 +0000 2018,$AMZN (FYI Folks) Competing Against Amazon Is An Infinite (Undersatnd very hard to win)  Game Forbes via @forbes https://t.co/fHzuNopWbz
Tue Jun 12 18:25:35 +0000 2018,$AMZN (FYI Folks) Seattle reverses course on business tax after Amazon pressure  https://t.co/Wngn7aVEwv  The Hill
Tue Jun 12 18:21:24 +0000 2018,"RT @SlopeOfHope: If you had ONLY bought Amazon in 2009, right? Torture yourself with this spiffy invention of mine! https://t.co/rUxXip0qPX\\u2026"
Tue Jun 12 18:19:24 +0000 2018,"If you had ONLY bought Amazon in 2009, right? Torture yourself with this spiffy invention of mine! https://t.co/rUxXip0qPX $FB $AMZN $AAPL $NFLX $GOOGL"
Tue Jun 12 18:18:08 +0000 2018,Attempted #Burglary at #JeffBezos \' #Mansion Sparks Wild #PoliceChase \\nhttps://t.co/HM2nrH9Vn0 via @TMZ #Amazon $AMZN
Tue Jun 12 18:13:00 +0000 2018,$AMZN The Food Fight By Amazon via https://t.co/jURZDymPXI
Tue Jun 12 17:55:51 +0000 2018,"$AMZN AWS generated $5.4bln in revenue Q1 2018. Why wouldn\\u2019t they have their own Amazon Shipping Service from facility to destination instead of dealing with (for example) convoluted DHLUSA to DHLColombia to Local Delivery Service. MUCH ROOM FOR ERROR, sir. It\\u2019s 2018 @JeffBezos"
Tue Jun 12 17:52:51 +0000 2018,Back in $AMZN target point here is 1850#g7summit #amazon #baba https://t.co/jUArRb4bWG
Tue Jun 12 17:51:27 +0000 2018,#Amazon shows #Seattle who\'s boss:  https://t.co/6yGUh4kwAp #taxes #headtax #homelessness #tech $AMZN
Tue Jun 12 17:40:53 +0000 2018,RT @charliebilello: Amazon Revenue (Billions)...\\n2018 (est): 237\\n2017: 178\\n2016: 136\\n2015: 107\\n2014: 89\\n2013: 74\\n2012: 61\\n2011: 48\\n2010: 34\\u2026
Tue Jun 12 17:24:20 +0000 2018,Sears higher after expanding Amazon tire installation program $SHLD $AMZN https://t.co/EMgvBwHXNs
Tue Jun 12 17:22:45 +0000 2018,RT @laurenthomasx3: Sears expands Auto Center partnership with Amazon to more stores. The stock briefly spiked more than 12% this morning $\\u2026
Tue Jun 12 17:11:00 +0000 2018,RT @Watching_Stocks: \\u26a1\\ufe0f $HMNY &amp; $AMZN PARTNERSHIP CONFIRMED!\\n\\n$HMNY #HMNYandWAZEE #Stocks #Stock #StockMarket #StocksToWatch #Oversold #Und\\u2026
Tue Jun 12 17:07:21 +0000 2018,"\\u201cI was too dumb to realize what was going to happen,\\u201d said Buffett on not investing in Amazon $AMZN \\n\\nBring #humble is not a weakness, it\\u2019s a #strength. \\n\\n*I bought Amazon before @WarrenBuffett - take that \\ud83d\\ude1c\\n\\n#Invest #Grow #Repeat #TuesdayThoughts #HumbleBrag"
Tue Jun 12 16:49:40 +0000 2018,RT @LanceRoberts: Bank of America\'s Michael Hartnett: tech stocks may be about to come back to earth: https://t.co/LpkvhQCr4V by @MattEganC\\u2026
Tue Jun 12 16:38:04 +0000 2018,\\u26a1\\ufe0f $HMNY &amp; $AMZN PARTNERSHIP CONFIRMED!\\n\\n$HMNY #HMNYandWAZEE #Stocks #Stock #StockMarket #StocksToWatch #Oversold #Undervalued #SmartMoney \\n\\nPosted direct on the #Amazon website for all to see!\\n \\n\\u26a1\\ufe0f Amazon uses services from Wazee Digital. \\n\\nhttps://t.co/gGDg5SwSGE https://t.co/tb3I90go5A
Tue Jun 12 16:20:30 +0000 2018,2yrs ago I was talking to my dad about $SHLD short. He threw out tail risk of $AMZN buying @Sears for the RE. Gota say recent deals make me wonder if that\'s what ESL is angling for. If I was $AMZN I\'d try to elbow my way in through the liabilities tho\\n\\nhttps://t.co/7UF9WXO44A
Tue Jun 12 16:17:20 +0000 2018,RT @LanceRoberts: Bank of America\'s Michael Hartnett: tech stocks may be about to come back to earth: https://t.co/LpkvhQCr4V by @MattEganC\\u2026
Tue Jun 12 16:15:11 +0000 2018,Amazon vs. Whole Foods: When Cultures Collide https://t.co/tW3n2Cfe0p $AMZN
Tue Jun 12 16:10:54 +0000 2018,Don\'t let your Spouse see your #Amazon Prime orders. Share your acct insead $AMZN  https://t.co/badFM0q5fo
Tue Jun 12 16:10:48 +0000 2018,"Seattle walking back its #headtax after Amazon, Starbucks launch PR campaign to turn the public against it\\n\\n$AMZN $SBUX https://t.co/BTlY0J9vLD"
Tue Jun 12 16:07:22 +0000 2018,RT @LanceRoberts: Bank of America\'s Michael Hartnett: tech stocks may be about to come back to earth: https://t.co/LpkvhQCr4V by @MattEganC\\u2026
Tue Jun 12 16:06:37 +0000 2018,Amazon is Really Rolling in the Dough #AMZN $AMZN\\nhttps://t.co/ARTxKoxopE https://t.co/VHt9USuJ0K
Tue Jun 12 16:04:33 +0000 2018,"Seattle will repeal tax after pushback from Amazon, Starbucks https://t.co/Pu8UsXzFdc $AMZN $SBUX"
Tue Jun 12 16:01:34 +0000 2018,Amazon knows that there are large numbers of customers being served by brick-and-mortar retailers. $AMZN Many shareholders have come to the erroneous conclusion that Amazon has killed brick-and-mortar retailers. https://t.co/Ec2sX88eeH via @SeekingAlpha
Tue Jun 12 16:00:58 +0000 2018,"RT @AlanTonelson: I keep looking for, and not finding, #WaPo coverage of harsh working conditions at the #China #factories used by #Amazon\\u2026"
Tue Jun 12 15:58:26 +0000 2018,RT @LanceRoberts: Bank of America\'s Michael Hartnett: tech stocks may be about to come back to earth: https://t.co/LpkvhQCr4V by @MattEganC\\u2026
Tue Jun 12 15:54:32 +0000 2018,RT @laurenthomasx3: Sears expands Auto Center partnership with Amazon to more stores. The stock briefly spiked more than 12% this morning $\\u2026
