Fri Jun 08 23:48:12 +0000 2018,"Walmart Inc $WMT Insider Sells $464,202.60 in Stock https://t.co/vRTTbvLcrF"
Fri Jun 08 20:27:45 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48FULLY INTEGRATED IN ORACLE ( $ORCL:NYSE) AND MARKETO\\n\\u26a1\\ufe0fSOON MICROSOFT ( $MSFT:NASDAQ) \\u26a1\\ufe0fSALESFORCE ( $CRM:NYSE)\\u2026
Fri Jun 08 20:21:56 +0000 2018,$MSFT CLOSES ABOVE ITS OPENING PRICE AFTER RECOVERING FROM EARLY SELLING PRESSURE: https://t.co/BG0rRobeg4\\nSentiment: Neutral #MSFT #Microsoft
Fri Jun 08 20:08:54 +0000 2018,RT @businessinsider: Microsoft\'s former archenemy Linux is defending the $7.5 billion GitHub acquisition: \'We have all grown up\' $MSFT http\\u2026
Fri Jun 08 20:03:14 +0000 2018,RT @businessinsider: Sony and Microsoft are both having massive video game sales for the biggest gaming event of the year $MSFT $SNE https:\\u2026
Fri Jun 08 20:01:24 +0000 2018,RT @businessinsider: Microsoft\'s former archenemy Linux is defending the $7.5 billion GitHub acquisition: \'We have all grown up\' $MSFT http\\u2026
Fri Jun 08 19:56:06 +0000 2018,"When it comes to selling options for income, $MSFT has been a mainstay of my portfolio for a couple of decades. Here are some further trades done today. https://t.co/09oFWy3cQc"
Fri Jun 08 19:52:47 +0000 2018,\\
Fri Jun 08 19:47:43 +0000 2018,RT @businessinsider: Sony and Microsoft are both having massive video game sales for the biggest gaming event of the year $MSFT $SNE https:\\u2026
Fri Jun 08 19:45:46 +0000 2018,RT @businessinsider: Sony and Microsoft are both having massive video game sales for the biggest gaming event of the year $MSFT $SNE https:\\u2026
Fri Jun 08 19:35:18 +0000 2018,RT @businessinsider: Sony and Microsoft are both having massive video game sales for the biggest gaming event of the year $MSFT $SNE https:\\u2026
Fri Jun 08 19:33:18 +0000 2018,RT @businessinsider: Sony and Microsoft are both having massive video game sales for the biggest gaming event of the year $MSFT $SNE https:\\u2026
Fri Jun 08 19:32:18 +0000 2018,RT @businessinsider: Sony and Microsoft are both having massive video game sales for the biggest gaming event of the year $MSFT $SNE https:\\u2026
Fri Jun 08 19:32:07 +0000 2018,RT @businessinsider: Microsoft\'s former archenemy Linux is defending the $7.5 billion GitHub acquisition: \'We have all grown up\' $MSFT http\\u2026
Fri Jun 08 19:31:49 +0000 2018,RT @businessinsider: Sony and Microsoft are both having massive video game sales for the biggest gaming event of the year $MSFT $SNE https:\\u2026
Fri Jun 08 19:31:49 +0000 2018,RT @businessinsider: Sony and Microsoft are both having massive video game sales for the biggest gaming event of the year $MSFT $SNE https:\\u2026
Fri Jun 08 19:31:49 +0000 2018,RT @businessinsider: Sony and Microsoft are both having massive video game sales for the biggest gaming event of the year $MSFT $SNE https:\\u2026
Fri Jun 08 19:31:46 +0000 2018,Sony and Microsoft are both having massive video game sales for the biggest gaming event of the year $MSFT $SNE https://t.co/hnnD3cOTrx
Fri Jun 08 19:30:56 +0000 2018,RT @businessinsider: Microsoft\'s former archenemy Linux is defending the $7.5 billion GitHub acquisition: \'We have all grown up\' $MSFT http\\u2026
Fri Jun 08 19:28:33 +0000 2018,"Microsoft names @InsightEnt, w/ its conversational chatbot, 2018 #AI Partner of the Year https://t.co/oyjFTCsYTP\\n\\n$NSIT $MSFT"
Fri Jun 08 19:22:52 +0000 2018,RT @businessinsider: Microsoft\'s former archenemy Linux is defending the $7.5 billion GitHub acquisition: \'We have all grown up\' $MSFT http\\u2026
Fri Jun 08 19:22:52 +0000 2018,RT @businessinsider: Microsoft\'s former archenemy Linux is defending the $7.5 billion GitHub acquisition: \'We have all grown up\' $MSFT http\\u2026
Fri Jun 08 19:22:52 +0000 2018,RT @businessinsider: Microsoft\'s former archenemy Linux is defending the $7.5 billion GitHub acquisition: \'We have all grown up\' $MSFT http\\u2026
Fri Jun 08 19:22:50 +0000 2018,RT @businessinsider: Microsoft\'s former archenemy Linux is defending the $7.5 billion GitHub acquisition: \'We have all grown up\' $MSFT http\\u2026
Fri Jun 08 19:22:49 +0000 2018,Microsoft\'s former archenemy Linux is defending the $7.5 billion GitHub acquisition: \'We have all grown up\' $MSFT https://t.co/hHi1yk8Paj
Fri Jun 08 19:16:57 +0000 2018,"Microsoft names @InsightEnt, w/ its conversational chatbot, 2018 #AI Partner of the Year https://t.co/47psDgOlM1 $NSIT $MSFT"
Fri Jun 08 19:14:16 +0000 2018,RT @realsheepwolf: @RefiningTimes @nFuszInc Oracle ( $ORCL:NYSE) loves\\ud83d\\udc9a @nFuszInc and so do I.\\nLooking for some Microsoft ( $MSFT:NASDAQ) a\\u2026
Fri Jun 08 19:08:23 +0000 2018,Zacks: Analysts Anticipate Microsoft Co. $MSFT to Post $1.08 EPS https://t.co/IvU4btxiV3
Fri Jun 08 18:46:36 +0000 2018,Analysts Anticipate Microsoft Co. $MSFT Will Post Quarterly Sales of $29.17 Billion https://t.co/5DSiowqDGc
Fri Jun 08 18:45:15 +0000 2018,Microsoft Co. $MSFT Expected to Announce Quarterly Sales of $29.17 Billion https://t.co/zOcQM1M6YB
Fri Jun 08 18:19:09 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48FULLY INTEGRATED IN ORACLE ( $ORCL:NYSE) AND MARKETO\\n\\u26a1\\ufe0fSOON MICROSOFT ( $MSFT:NASDAQ) \\u26a1\\ufe0fSALESFORCE ( $CRM:NYSE)\\u2026
Fri Jun 08 18:18:47 +0000 2018,"Qualys $Put $QLYS Market Value Declined While Walleye Trading Lowered Stake; As Microsoft $MSFT Share Value Rose, Ashmore Wealth Management Cut Its Stake https://t.co/pyE6x9GdF9"
Fri Jun 08 18:10:36 +0000 2018,RT @Benzinga: How Microsoft Could Build The \'Netflix Of Gaming\' https://t.co/4xuLebo2Z7 $MSFT $NFLX
Fri Jun 08 18:05:01 +0000 2018,RT @Benzinga: How Microsoft Could Build The \'Netflix Of Gaming\' https://t.co/4xuLebo2Z7 $MSFT $NFLX
Fri Jun 08 18:05:00 +0000 2018,How Microsoft Could Build The \'Netflix Of Gaming\' https://t.co/4xuLebo2Z7 $MSFT $NFLX
Fri Jun 08 17:57:02 +0000 2018,"Truly a genuine question, but would this contribute to warming the ocean? What are the impacts... $MSFT is running an undersea data center to keep it cool... https://t.co/KTqsHDApT0 https://t.co/lYe3ZTs6lJ"
Fri Jun 08 17:44:51 +0000 2018,How Microsoft Could Build The \'Netflix Of Gaming\'\\n\\n$MSFT $NFLX\\n\\n  https://t.co/7tI4d41AFc
Fri Jun 08 17:40:30 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48FULLY INTEGRATED IN ORACLE ( $ORCL:NYSE) AND MARKETO\\n\\u26a1\\ufe0fSOON MICROSOFT ( $MSFT:NASDAQ) \\u26a1\\ufe0fSALESFORCE ( $CRM:NYSE)\\u2026
Fri Jun 08 17:29:46 +0000 2018,"Microsoft is trying to become the \'Netflix of Gaming,\' putting it on the path to $1 trillion $MSFT https://t.co/Sa7FpBCZSa"
Fri Jun 08 17:07:05 +0000 2018,Cloud stocks are on a tear as Microsoft and Salesforce show they\'re willing to spend \\u2014 here\'s why\\n\\n$MSFT $CRM $ZEN $NOW \\n\\nhttps://t.co/ie3v6ehLzI
Fri Jun 08 17:00:35 +0000 2018,RT @vixcontango: Apple vs Microsoft over the next 2 years? $MSFT by a landslide. Apple is going to have guilotine drop of iPhone unit sales\\u2026
Fri Jun 08 16:59:05 +0000 2018,Apple vs Microsoft over the next 2 years? $MSFT by a landslide. Apple is going to have guilotine drop of iPhone unit sales in Q4. \\n\\nApple = Buffett\'s big tech zombie apocalypse https://t.co/6Bvk1TDID9
Fri Jun 08 16:48:15 +0000 2018,\\
Fri Jun 08 15:43:35 +0000 2018,Microsoft $MSFT Reaches New 1-Year High and Low Following Insider Buying Activity https://t.co/9Y1cglQQNJ
Fri Jun 08 15:32:23 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48FULLY INTEGRATED IN ORACLE ( $ORCL:NYSE) AND MARKETO\\n\\u26a1\\ufe0fSOON MICROSOFT ( $MSFT:NASDAQ) \\u26a1\\ufe0fSALESFORCE ( $CRM:NYSE)\\u2026
Fri Jun 08 15:15:08 +0000 2018,"\\u25b6\\ufe0f Howard Schultz leaves Starbucks after 36 years $SBUX\\n\\u25b6\\ufe0f Microsoft buys Github for $7.5 billion $MSFT\\n\\u25b6\\ufe0f Twitter joins the S&amp;P 500 $TWTR \\n\\nCatch up on these stories, and more, in this week\'s edition of The Five on Friday\\u2026 https://t.co/EV0CEkiHae https://t.co/kGLjhtvErd"
Fri Jun 08 15:14:15 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48FULLY INTEGRATED IN ORACLE ( $ORCL:NYSE) AND MARKETO\\n\\u26a1\\ufe0fSOON MICROSOFT ( $MSFT:NASDAQ) \\u26a1\\ufe0fSALESFORCE ( $CRM:NYSE)\\u2026
Fri Jun 08 14:27:29 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48FULLY INTEGRATED IN ORACLE ( $ORCL:NYSE) AND MARKETO\\n\\u26a1\\ufe0fSOON MICROSOFT ( $MSFT:NASDAQ) \\u26a1\\ufe0fSALESFORCE ( $CRM:NYSE)\\u2026
Fri Jun 08 14:27:00 +0000 2018,\\ud83d\\udc49 $FUSZ \\ud83d\\udc48FULLY INTEGRATED IN ORACLE ( $ORCL:NYSE) AND MARKETO\\n\\u26a1\\ufe0fSOON MICROSOFT ( $MSFT:NASDAQ) \\u26a1\\ufe0fSALESFORCE ( $CRM:NYSE) AND ALL OTHER MAJOR #CRM CO.\\n\\ud83d\\udcb0MASSIVE REVENUE STREAMS\\n\\ud83e\\udd84THE NEXT BIG THING IS RIGHT HERE AND NOW\\n\\n$AXON $ONTX $CODX $APHQF $RXMD $CVSI $FMCC $OGRMF $GE https://t.co/GcpPOazzwj
Fri Jun 08 14:22:30 +0000 2018,"RT @OptionsHawk: Microsoft $MSFT trader sold 6,000 June 22nd (W) $102 puts to open $1.98"
Fri Jun 08 14:22:08 +0000 2018,"Microsoft $MSFT trader sold 6,000 June 22nd (W) $102 puts to open $1.98"
Fri Jun 08 14:11:17 +0000 2018,"Microsoft\'s Azure cloud business grew 89% in their third quarter compared with the same period last year, and its cloud \\"
Fri Jun 08 14:05:10 +0000 2018,$MSFT Microsoft Shares Seen Rising 10% to New Record\\n\\nhttps://t.co/IMgSyWgDqE
Fri Jun 08 13:51:08 +0000 2018,Argus Reiterates Focus List Rating for Microsoft $MSFT https://t.co/YalobQIVuH
Fri Jun 08 13:47:40 +0000 2018,Goldman Sachs Group Reaffirms \\u201cBuy\\u201d Rating for Microsoft $MSFT https://t.co/63OD0MuTGh
Fri Jun 08 13:35:37 +0000 2018,#Microsoft #Tech Microsoft\\u2019s plan for GitHub: \\u201cMake GitHub better at being GitHub\\u201d https://t.co/s8vDtn4ONp $MSFT #Business
Fri Jun 08 13:09:19 +0000 2018,$MSFT https://t.co/EbWzRkIoXY
Fri Jun 08 12:42:09 +0000 2018,"Insider Buying: Microsoft Co. $MSFT Director Purchases 5,400 Shares of Stock https://t.co/ywr6emws8V"
Fri Jun 08 12:40:03 +0000 2018,"Sandra E. Peterson Purchases 5,400 Shares of Microsoft Co. $MSFT Stock https://t.co/z8R73CEMwZ"
Fri Jun 08 12:36:13 +0000 2018,RT @realsheepwolf: @RefiningTimes @nFuszInc Oracle ( $ORCL:NYSE) loves\\ud83d\\udc9a @nFuszInc and so do I.\\nLooking for some Microsoft ( $MSFT:NASDAQ) a\\u2026
Fri Jun 08 12:05:40 +0000 2018,RT @blackbullforex: Apple\'s market cap is about to top the $1 trillion milestone.  \\n\\nThere are currently seven companies valued at over hal\\u2026
Fri Jun 08 11:31:53 +0000 2018,RT @realsheepwolf: @RefiningTimes @nFuszInc Oracle ( $ORCL:NYSE) loves\\ud83d\\udc9a @nFuszInc and so do I.\\nLooking for some Microsoft ( $MSFT:NASDAQ) a\\u2026
Fri Jun 08 10:20:47 +0000 2018,FY2019 EPS Estimates for Microsoft Co. $MSFT Decreased by Oppenheimer https://t.co/aBFOObtJxp
Fri Jun 08 10:20:45 +0000 2018,Q4 2019 EPS Estimates for Microsoft Co. $MSFT Cut by Piper Jaffray Companies https://t.co/bWu1PgsTTq
Fri Jun 08 09:47:50 +0000 2018,Goldman Sachs Group Reaffirms \\u201cBuy\\u201d Rating for Microsoft $MSFT https://t.co/0PLWpIaXmB
Fri Jun 08 09:43:39 +0000 2018,Argus Reiterates Focus List Rating for Microsoft $MSFT https://t.co/JUX7X7SUVq
Fri Jun 08 08:34:25 +0000 2018,RT @MktsInsider: Microsoft rises after confirming its $7.5 billion buyout of GitHub https://t.co/MS2brpxHa7 $MSFT
Fri Jun 08 06:58:59 +0000 2018,.@Microsoft @HoloLens could change how #architects work https://t.co/7CXihJ1vgE  https://t.co/TzNjbXFu75 $MSFT https://t.co/aUXBttxJym
Fri Jun 08 06:32:50 +0000 2018,Microsoft $MSFT Hits New 1-Year High and Low on Insider Buying Activity https://t.co/xK5D1ELkSH
Fri Jun 08 06:30:00 +0000 2018,Microsoft $MSFT Sets New 1-Year High and Low Following Insider Buying Activity https://t.co/Se2tBMhafb
Fri Jun 08 05:59:26 +0000 2018,Q4 2019 Earnings Estimate for Microsoft Co. $MSFT Issued By Piper Jaffray Companies https://t.co/rPt8tV8ROJ
Fri Jun 08 05:57:17 +0000 2018,FY2019 EPS Estimates for Microsoft Co. $MSFT Decreased by Oppenheimer https://t.co/Xg8NPrGi26
Fri Jun 08 05:41:37 +0000 2018,Microsoft $MSFT Reaches New 52-Week High and Low on Insider Buying Activity https://t.co/h3u1lxTeIY
Fri Jun 08 05:11:45 +0000 2018,RT @realsheepwolf: @RefiningTimes @nFuszInc Oracle ( $ORCL:NYSE) loves\\ud83d\\udc9a @nFuszInc and so do I.\\nLooking for some Microsoft ( $MSFT:NASDAQ) a\\u2026
Fri Jun 08 05:09:51 +0000 2018,@RefiningTimes @nFuszInc Oracle ( $ORCL:NYSE) loves\\ud83d\\udc9a @nFuszInc and so do I.\\nLooking for some Microsoft ( $MSFT:NASDAQ) and Salesforce ( $CRM:NYSE) \\ud83d\\udc9alove soon.
Fri Jun 08 04:34:31 +0000 2018,RT @CashRocket: Boing Boing: Microsoft is running an undersea data center to keep it cool.\\nhttps://t.co/liofD1OTWN $MSFT
Fri Jun 08 04:31:14 +0000 2018,RT @CashRocket: Boing Boing: Microsoft is running an undersea data center to keep it cool.\\nhttps://t.co/liofD1OTWN $MSFT
Fri Jun 08 03:44:24 +0000 2018,Boing Boing: Microsoft is running an undersea data center to keep it cool.\\nhttps://t.co/liofD1OTWN $MSFT
Fri Jun 08 02:57:33 +0000 2018,Microsoft And GitHub: Why Pay With Stock? https://t.co/0Uja6ZLEwy $MSFT
Fri Jun 08 01:26:02 +0000 2018,Microsoft And GitHub: Why Pay With Stock? $MSFT https://t.co/9h689ALgqn
Fri Jun 08 01:06:12 +0000 2018,"Glowing Stock&amp;#39;s Review \\u2013 Microsoft Corporation, (NASDAQ: MSFT) https://t.co/J7SI8KVXur $MSFT #stocks #stockmarket"
Fri Jun 08 00:55:16 +0000 2018,RT @247optionsTIPS: REMINDER: $MSFT July 13th 2018 104 Calls 1.43 UP to 100% Gain Potential #optionstrading #longcalls #investing @CBOE @NY\\u2026
Fri Jun 08 00:39:21 +0000 2018,RT @Five9sDigital: Microsoft Puts a Data Center on the Sea Floor | News &amp; Opinion | https://t.co/jg4YfsWgXE https://t.co/QDLKY0EkA9 $msft #\\u2026
Fri Jun 08 00:26:04 +0000 2018,$CEO $MSFT The next GitHub CEO promises Microsoft won\'t turn it into a \'swamp\' of ads https://t.co/hE7hV1Wmfr
Fri Jun 08 00:07:12 +0000 2018,RT @NorthmanTrader: Clever idea:\\n$MSFT is now operating a data center under the sea\\nhttps://t.co/ZdpJthqfoB
Fri Jun 08 00:00:29 +0000 2018,\\
Fri Jun 08 20:43:06 +0000 2018,$GOOGL Alphabet Cl A Option Order Flow Sentiment is 61.5% Bullish. https://t.co/bHxmowIT7o
Fri Jun 08 14:50:56 +0000 2018,"RT @IBD_MLarkin: The #roboticsurgery revolution is starting, with the likes of Alphabet, Johnson &amp; Johnson and Medtronic training their sig\\u2026"
Fri Jun 08 14:37:15 +0000 2018,"The #roboticsurgery revolution is starting, with the likes of Alphabet, Johnson &amp; Johnson and Medtronic training their sights on Intuitive Surgical $GOOGL $JNJ $MDT $ISRG \\n\\nhttps://t.co/NoZ9j7WozE"
Fri Jun 08 08:06:39 +0000 2018,"Senator asks Alphabet, Twitter about Chinese vendor relationships https://t.co/Iqx3HewoHs $GOOG, $GOOGL, $TWTR"
Fri Jun 08 07:41:30 +0000 2018,Traders Buy Alphabet Inc Class A $GOOGL on Weakness https://t.co/121YANBWNT
Fri Jun 08 06:58:47 +0000 2018,$GOOG $GOOGL #HitlersBigLie $DFEN\\nGoogle bars uses of its artificial intelligence tech in weapons https://t.co/fc2iGfPGw8
Fri Jun 08 04:57:34 +0000 2018,"Alphabet\'s Waymo wants to bring robo-taxis to Europe https://t.co/B1XT2iA2vV $GOOG, $GOOGL"
Fri Jun 08 04:55:44 +0000 2018,"Senator asks Alphabet, Twitter about Chinese vendor relationships https://t.co/Iqx3HewoHs $GOOG, $GOOGL, $TWTR"
Fri Jun 08 04:51:16 +0000 2018,"Senator asks Alphabet, Twitter about Chinese vendor relationships $GOOG $GOOGL $TWTR https://t.co/2RjYxnzUhM"
Fri Jun 08 02:49:08 +0000 2018,"Alphabet Is Irrationally Priced https://t.co/nfjBdKfPKJ $GOOG, $AMZN, $GOOGL"
Fri Jun 08 01:13:33 +0000 2018,"Alphabet dips on report of EU preparing fine over Android power https://t.co/aFjVCcfZG6 $GOOG, $GOOGL"
Fri Jun 08 00:26:09 +0000 2018,"$FB $GOOG $GOOGL $TWTR U.S. senator queries Alphabet, Twitter on ties with Huawei https://t.co/NKWUYRKZHF"
Fri Jun 08 00:26:08 +0000 2018,"$FB $GOOG $GOOGL $TWTR U.S. senator queries Alphabet, Twitter on ties with Huawei https://t.co/ecG6MyuL8y"
Fri Jun 08 00:08:39 +0000 2018,#Google bars uses of its artificial intelligence tech in weapons $GOOGL - https://t.co/OTX3evWPin
Fri Jun 08 23:29:03 +0000 2018,Apple Music adds \'Coming Soon\' list alongside new album launch details https://t.co/0y2dxKJ10s $AAPL https://t.co/jnawBYqCBS
Fri Jun 08 23:24:59 +0000 2018,"RT @carlquintanilla: Apple is #1 or #2 on market cap, income and revenue -- but doesn\'t even make the list in # of employees.\\n\\n$AAPL https:\\u2026"
Fri Jun 08 23:18:07 +0000 2018,partial Ask Friedrich analysis of Apple stock\\n\\n$AAPL #Apple https://t.co/O4TNeP6bmx
Fri Jun 08 23:12:03 +0000 2018,"After a long week, developers unwind at WWCC18 get-togethers and Apple\'s Thursday Bash https://t.co/XuSclVZKpJ $AAPL https://t.co/9BzqDcUoMQ"
Fri Jun 08 23:11:44 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 22:21:02 +0000 2018,Apple Isn\'t Your Friend https://t.co/aqGAdhK8gT $AAPL https://t.co/1au9VQUIFp
Fri Jun 08 22:17:58 +0000 2018,RT @OphirGottlieb: What do you do after a company crushes earnings?\\n\\n* Jump on the momentum? \\n* Watch the charts? \\n* Star gaze?\\n\\nCase study\\u2026
Fri Jun 08 22:17:22 +0000 2018,#Instant #Apple Unlocking $0.99 Cent All #iPhone FOR 3GS 4 4S 5 5C 5S 6 6+ #unlockfusion #icloud #freeunlock #factoryunlock $AAPL #unlock
Fri Jun 08 22:15:12 +0000 2018,#Instant #Apple Unlocking $0.99 Cent All #iPhone FOR 3GS 4 4S 5 5C 5S 6 6+ #unlockfusion #icloud #freeunlock #factoryunlock $AAPL #unlock
Fri Jun 08 22:09:14 +0000 2018,What do you do after a company crushes earnings?\\n\\n* Jump on the momentum? \\n* Watch the charts? \\n* Star gaze?\\n\\nCase study:\\n$AAPL How to Trade Apple After an Earnings Rip\\nhttps://t.co/pvq6yaVgLt via @cmlviz
Fri Jun 08 22:06:03 +0000 2018,.@Apple stock dips on iPhone supply chain report: https://t.co/9PerrC6bL3 $AAPL
Fri Jun 08 22:04:02 +0000 2018,"Ten years ago, Apple\'s iPhone 3G brought speed and apps to the smartphone https://t.co/4G3sSu4xQk $AAPL https://t.co/FsGYjfR35u"
Fri Jun 08 21:50:39 +0000 2018,"RT @kirkburgess: As we near Apple @ $200 per share, I\\u2019ve leapt ahead to look at  the path for Apple @ $300.\\n\\nSurprisingly, with tepid 5% ne\\u2026"
Fri Jun 08 21:48:04 +0000 2018,Today at Apple launching new design prototyping session to help app developers https://t.co/5mEx2gdYox $AAPL https://t.co/18jzh8HgGR
Fri Jun 08 21:44:00 +0000 2018,"As we near Apple @ $200 per share, I\\u2019ve leapt ahead to look at  the path for Apple @ $300.\\n\\nSurprisingly, with tepid 5% net income growth in 2018/2019, along with already signaled buyback rate, Apple will hit $300 in about 10 quarters at current earnings multiple of 17.5x\\n\\n$AAPL"
Fri Jun 08 21:31:03 +0000 2018,Apple Music gains \\u2018Coming Soon\' featured section with ability to pre-add albums https://t.co/yjN3Yxjegr $AAPL https://t.co/YH1JqIsmZ7
Fri Jun 08 21:15:12 +0000 2018,WWDC 2018 Apple Music playlist released as attendees earn \\u2018Close Your Rings\' pins https://t.co/EzzfVfgCd6 $AAPL https://t.co/fC2UVDcAnu
Fri Jun 08 21:15:10 +0000 2018,RT @TomSpainRJ: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\n2009:\\u2026
Fri Jun 08 21:14:56 +0000 2018,RT @TomSpainRJ: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\n2009:\\u2026
Fri Jun 08 21:14:33 +0000 2018,Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\n2009: 8.2\\n2008: 6.1\\n2007: 3.5\\n2006: 2.0\\n2005: 1.3\\n2004: 0.3\\n2003: 0.07\\n2002: 0.07\\n2001: -0.03\\n2000: 0.8\\n$AAPL
Fri Jun 08 20:49:23 +0000 2018,RT @gurufocus: Companies include Buffett\\u2019s Apple and Ackman\\u2019s United Technologies https://t.co/3iSekwNzPL  $AAPL $CMCSA $UTX https://t.co/B\\u2026
Fri Jun 08 20:47:48 +0000 2018,In The Market: @Twitter hits the 20% profit goal after a recent breakout at 33.88. Investors w/ strong conviction can decide to hold for potential bigger gains. Recent base was 2nd stage https://t.co/BWKb9UxFKc $TWTR $AAPL $INTC $BOFI $TSLA #stocks #investing #trading #charts
Fri Jun 08 20:30:56 +0000 2018,Companies include Buffett\\u2019s Apple and Ackman\\u2019s United Technologies https://t.co/3iSekwNzPL  $AAPL $CMCSA $UTX https://t.co/B8ccPu74ik
Fri Jun 08 20:24:12 +0000 2018,"#Apple $AAPL breaks the trends, posting a price increase of 0.53% from #WWDC start-to-end for the just concluded week long event, closing at $191.70. This is just the 2nd time the event was positive for the stock in 18 years #WhatDoesItMean? https://t.co/FVnTm8HOly"
