Wed Jun 13 23:24:12 +0000 2018,"Walmart Inc $WMT Director Sells $92,971,098.88 in Stock https://t.co/Vb3RlI4PLe #stocks"
Wed Jun 13 13:13:37 +0000 2018,\\ud83d\\udc49 $FUSZ \\ud83d\\udc48SEVERELY UNDERVALUED\\n#WEALTHBUILDER #MILLIONAIREMINDSET\\n\\ud83e\\udd84FREE $FUSZ DD: https://t.co/Euvg8dofgd\\n\\n$AVGR $AKER $OPK $SNES $RXMD $SBOT $QCOM $APHQF $CBWTF $OGRMF $FCSC $SNAP $FB $TWTR $SIRI $FNMA $FMCC $AMZN $TSLA $NVDA $NFLX $EBAY $LODE $AGRX $NETS $RNVA $POTN $CBIS $GE https://t.co/G95k7GK01W
Wed Jun 13 12:52:33 +0000 2018,"PayPal Buddies Up To Visa, Mastercard \\u2014 And New Accounts Roll In $PYPL $EBAY $MA $V https://t.co/HwpjcxDIMD @investors https://t.co/3E2OVl77Jm"
Wed Jun 13 12:51:25 +0000 2018,6/13 Low IV Watch List: $EXPE $AMZN $NFLX $EPD $ALGN $IBM $AMT $FB $NVDA $AKS $ETE $EBAY $HON $X $UTX $CLF $CSX $SKX $TXN $INTC $BA #trading #options
Wed Jun 13 12:45:52 +0000 2018,RT @jonnajarian: I trade throughout the show. At that moment I was selling upside calls in $EBAY @androsForm @HalftimeReport \\n$XLK https://\\u2026
Wed Jun 13 12:20:32 +0000 2018,Big Call Activity https://t.co/mZJlvue8Ro $SRE $AIG $XOM $KFY $PGR $EBAY $ARQL $PANW $DIS $OSTK $ACGL $TMUS $APTV $HOLX $CMCSA $PEP $UTX $FSM $ZEN $PACW $PBR $LOGI $MDXG $RENN $SWN $EPD $BLUE $MPLX $HAL $GPRO $CLDR $LOW
Wed Jun 13 11:36:05 +0000 2018,$DDD $EBAY waiting for the collapse
Wed Jun 13 10:40:00 +0000 2018,$NVCN has Neovasc possible triple bottom 1st time in a while I don\'t see .03s $XOM $SIRI $BABA $EBAY $FXI $VIPS $EWZ $IWM $MGM $RSX $USO $WFT $XLI $PBR $EGO $ORCL $AUY $SQ $ESV $IBN $NVDA $CX $XLK $XLU $EFA $WFC $AMAT $VWO $SBUX $XLP $CBL $C $ABEV $CLNS $UAA $SPXU $XLE  $JD $WDC https://t.co/ebFcqXMqaq
Wed Jun 13 05:29:41 +0000 2018,RT @arnabch01: 2030 -- End of\\ud83d\\udc95 #Marriage \\ud83d\\udc95-- Age of #Depression\\ud83d\\udc94\\n#AI #ML #BigData #VR #AR #Robotics #5G will exponentially increase\\n#addict\\u2026
Wed Jun 13 04:13:30 +0000 2018,RT @jonnajarian: I trade throughout the show. At that moment I was selling upside calls in $EBAY @androsForm @HalftimeReport \\n$XLK https://\\u2026
Wed Jun 13 03:56:33 +0000 2018,"RT @androsForm: $EBAY will start selling products on a relatively new Middle Eastern e-commerce venture in the second half of the year, the\\u2026"
Wed Jun 13 03:09:53 +0000 2018,RT @androsForm: @jonnajarian made my day man thanks! I\\u2019m still in the OCT18 $41s nice move on the JULs though $EBAY https://t.co/7S22pSPy9C
Wed Jun 13 02:23:27 +0000 2018,RT @jonnajarian: I trade throughout the show. At that moment I was selling upside calls in $EBAY @androsForm @HalftimeReport \\n$XLK https://\\u2026
Wed Jun 13 00:48:34 +0000 2018,"SHORT: $MU, $CAT, $EBAY"
Wed Jun 13 00:03:23 +0000 2018,RT @androsForm: @jonnajarian made my day man thanks! I\\u2019m still in the OCT18 $41s nice move on the JULs though $EBAY https://t.co/7S22pSPy9C
Wed Jun 13 23:28:05 +0000 2018,I have two kids and no time to go to the gym. I picked up a Concept2 rower a month ago and can\\u2019t be happier. I can find 20 minutes at the beginning or end of the day to get an amazing workout. Best rower on the market. $950 on $amzn with free shipping. https://t.co/QEimQAOYKT
Wed Jun 13 21:47:59 +0000 2018,"RT @charliebilello: In the past 10 years, Amazon has had an average P/E ratio of 345 and its stock is up over 2,000%. $AMZN"
Wed Jun 13 21:40:25 +0000 2018,"AMAZON, a Bitcoin-esque parabolic rise $AMZN https://t.co/87MWzxzwdE"
Wed Jun 13 20:52:50 +0000 2018,"This is what\\u2019s like to live off of Amazon Prime for a week \\u2014 here\'s what I learned $AMZN #amazon #primemembership, via @CNBC https://t.co/oGAKjXltPX"
Wed Jun 13 20:38:47 +0000 2018,Amazon says not many workers are taking them up on \'pay to quit\' offer $AMZN @CNBC  https://t.co/JiE7atUPhC
Wed Jun 13 20:33:17 +0000 2018,$AMZN $NFLX Reed Hastings won by studying Amazon \\u2014 then running in the opposite direction https://t.co/rhhWE0eLpf
Wed Jun 13 20:33:13 +0000 2018,"$AMZN Amazon home insurance could be on the horizon, but experts are skeptical of benefits https://t.co/0dnE7tQVK4"
Wed Jun 13 20:32:15 +0000 2018,$AMZN 1675-1715 spread Thursday Gas will e filled. People will buy the dip! This is Amazon  340.00+ three years ago!!
Wed Jun 13 20:31:55 +0000 2018,Contrasting https://t.co/EKkz7m8ERj $AMZN &amp; Insight Enterprises $NSIT https://t.co/Y6YyB3gAHz
Wed Jun 13 20:31:12 +0000 2018,"$AMZN May be Thur Volatility  with ECB announcement of QE end, but people will buy the dip.  FYI: 30 days ago Amazon was 1580.!!"
Wed Jun 13 20:19:57 +0000 2018,$AMZN is bullish in medium term. Performed using @StockMetrixApp #Amazon #Stocks #Bullish https://t.co/zQ9k82y1lp
Wed Jun 13 20:19:26 +0000 2018,$AMZN CLOSES HIGHER FOR THE 3RD DAY IN A ROW: https://t.co/ipGHqjcJii\\nSentiment: Neutral #AMZN #Amazon
Wed Jun 13 20:19:14 +0000 2018,RT @GerberKawasaki: Big media day. Disney and fox nicely higher. Together they are awesome. Apart they will both be bought. Maybe @tim_cook\\u2026
Wed Jun 13 20:18:10 +0000 2018,"$AMZN Amazon says only a small percent of employees accept its $5,000 \'pay to quit\' offer https://t.co/558ZItR6LK"
Wed Jun 13 20:07:35 +0000 2018,"$AMZN https://t.co/Eb0WNoa35f   Amazon 30 day trend $1,587.00 to $ 1,704.00  FYI::"
Wed Jun 13 19:52:30 +0000 2018,https://t.co/dwvW5Vk9Bt $AMZN Rating Reiterated by Morningstar https://t.co/we8QUF6He5 #stocks
Wed Jun 13 19:35:57 +0000 2018,$AMZN No Complaints!!!  UP +11 points on a Fed Day- The Growing Power of  Amazon!
Wed Jun 13 19:29:41 +0000 2018,#Sears Moves Higher After Expanded Amazon Tire Pact $SHLD Also $AMZN https://t.co/aoKgK3HGMp
Wed Jun 13 19:19:03 +0000 2018,Seattle Officials Repeal Tax That Upset Amazon https://t.co/IfdzyYnEwt $AMZN $SBUX https://t.co/irKDcyshJB
Wed Jun 13 19:15:53 +0000 2018,RT @minzengwsj: The $AMZN Amazon impact: Macy\\u2019s Goes From Mall Mainstay to Homeless Shelter. https://t.co/2sYATyR2um
Wed Jun 13 19:14:16 +0000 2018,The $AMZN Amazon impact: Macy\\u2019s Goes From Mall Mainstay to Homeless Shelter. https://t.co/2sYATyR2um
Wed Jun 13 19:13:38 +0000 2018,$AMZN  FYI we are in Amazon (Post Fed) Power Hour!
Wed Jun 13 19:09:20 +0000 2018,Amazon Fire TV Stick https://t.co/KszxIYPCre $AMZN #amazonfire
Wed Jun 13 19:09:06 +0000 2018,@RedlerAllAccess $amzn I picked up Amazon on that dip what are your thoughts on this thing
Wed Jun 13 19:08:43 +0000 2018,"How \\u201cvoluntary time-off\\u201d policy in $AMZN distribution center backfires https://t.co/UKfG0iYouv The policy itself is okay. But implementation suggests that site managers manipulate vto offerings to meet their own goals, often neglecting other policies and putting workers at risk. https://t.co/Y9Wkj1SbfT"
Wed Jun 13 19:06:41 +0000 2018,FOMC meeting? Amazon no care. \\n$AMZN
Wed Jun 13 18:57:27 +0000 2018,Inside Amazon\\u2019s $3.5 million competition to make Alexa chat like a human - The Verge $AMZN  https://t.co/9zfZT3mnBz
Wed Jun 13 18:54:18 +0000 2018,$GRUB $AMZN https://t.co/v7wI8C7yoi
Wed Jun 13 18:10:44 +0000 2018,Whole Foods CEO John Mackey says he stands his ground against Amazon $AMZN https://t.co/OieDTXRmQG
Wed Jun 13 18:07:31 +0000 2018,"RT @IBD_ACoram: A1 \\u2013 It\\u2019s hard to choose a favorite, but I don\\u2019t think you can ignore the success of #JeffBezos with @Amazon and Jensen Hua\\u2026"
Wed Jun 13 18:05:56 +0000 2018,"A1 \\u2013 It\\u2019s hard to choose a favorite, but I don\\u2019t think you can ignore the success of #JeffBezos with @Amazon and Jensen Huang with @Nvidia. CEOs really do have a HUGE impact on the growth of a company, and that shows up in the stock\\u2019s performance too! $AMZN $NVDA #winniesun"
Wed Jun 13 17:58:03 +0000 2018,Sears moves higher after expanded Amazon tire pact $SHLD $AMZN https://t.co/I8MfS9z6Iq
Wed Jun 13 17:44:28 +0000 2018,$AMZN  just had a little 3 wave retrace. looks like it wants higher again.  $NFLX $TWTR $NVDA $BIDU    $GOOGL  looks like it wants to go all amazon on us soon.
Wed Jun 13 17:40:51 +0000 2018,\'I ultimately am not afraid to get fired\': Leaked audio captures Whole Foods CEO John Mackey describing clashes with Amazon\\n\\n$WFM $AMZN https://t.co/My9pIfPV1i https://t.co/g6HBMWiXMC
Wed Jun 13 17:34:45 +0000 2018,RT @mmahotstuff1: Horan Capital Advisors Holds Stake in Ingersoll $IR; Stoneridge Investment Partners Stake in Amazon Com $AMZN Increased a\\u2026
Wed Jun 13 17:33:07 +0000 2018,RT @NewgroundSRI: #Amazon shareholders voted enough in favor of our fair vote-counting proposal to automatically qualify it for resubmissio\\u2026
Wed Jun 13 17:28:41 +0000 2018,"$AMZN #Amazon \\nattn: options traders.....\\nWed, June 13\\nVZVOLBO:\\nBuy on BSTOP 1703\\nSo far, today\'s H=1713\\n#GG33Member\\n#MoneyInTheBank \\n@rg78641 \\n@AhmedRadhy \\n@vxx46 \\n@KPMakesCharts"
Wed Jun 13 17:13:29 +0000 2018,RT @PekalaLaw: To BedBathBeyond:\\nYou sent me so many 20% coupons I could\'ve wallpapered the SearsTower.\\nSo I used them.\\nNow you only send m\\u2026
Wed Jun 13 17:09:44 +0000 2018,Amazon Com $AMZN Shareholder Kessler Investment Group Has Increased Position by $1.56 Million as Valuation Rose; Dorsal Capital Management Maintains Holding in American Tower New $AMT - https://t.co/Y0FN7dgrLV
Wed Jun 13 17:04:38 +0000 2018,There Aren\'t Enough Drivers to Keep Up With Your Delivery Lifestyle $AMZN - https://t.co/3s7LY6q3Od
Wed Jun 13 17:03:02 +0000 2018,Amazon algorithms are now better than humans on deciding what to sell and how much to charge. https://t.co/K3lMENTJ6H via @technology #AI $AMZN #Disruption #Retail
Wed Jun 13 16:55:58 +0000 2018,\\u2018I ultimately am not afraid to get fired\': Whole Foods CEO John Mackey describes clashes with #Amazon in leaked audio from an internal meeting $AMZN https://t.co/1OFDSLV79n v\\u00eda @feedswatch https://t.co/QfHHQLWlTS
Wed Jun 13 16:52:15 +0000 2018,Inside Amazon\\u2019s $3.5 million competition to make Alexa chat like a human $AMZN - https://t.co/k12xM2KijF
Wed Jun 13 16:39:09 +0000 2018,Contrasting https://t.co/PODNu3vlOt $AMZN &amp; Insight Enterprises $NSIT https://t.co/3WnN4alHRA
Wed Jun 13 16:27:23 +0000 2018,RT @culverindiana: But that\'s not all $AMZN @amazon some of the residents are then beaten by co. representatives with the actual bible unti\\u2026
Wed Jun 13 16:25:03 +0000 2018,Another sector ripe for disruption by Amazon? $AMZN #insurance\\n\\nAmazon reportedly had discussions about offering home insurance https://t.co/xqrCdoy5Sf https://t.co/BAhQOSYKQm
Wed Jun 13 16:04:07 +0000 2018,RT @mercado_magico: When you\'re fed up with the way $AMZN Amazon treats you as #Merchant &amp; haven\'t heard about $NMGC NeoMagic\'s #mercadomag\\u2026
Wed Jun 13 16:00:37 +0000 2018,"RT @NSHBIZSichko: ICYMI: Amazon just signed a lease for its fifth Nashville-area operation.\\n\\nYesterday, we revealed its ongoing search for\\u2026"
Wed Jun 13 15:45:00 +0000 2018,$AMZN this small balance $1k account started Monday is now $1704 only holding the 1 amazon call looking for $1750 end of week \\ud83e\\udd11 https://t.co/HzgvONQuzo
Wed Jun 13 15:44:01 +0000 2018,Amazon is to e-commerce what Netflix is to media. This is why I believe they will ultimately own &gt;75% of e-commerce in the West.  https://t.co/2WAddW3tPR $amzn
Wed Jun 13 15:38:10 +0000 2018,When you\'re fed up with the way $AMZN Amazon treats you as #Merchant &amp; haven\'t heard about $NMGC NeoMagic\'s #mercadomagico #Magic @mercadomagico #online #selling #options https://t.co/r9h4iAXqrU  https://t.co/725vCP22d7 #vendors @MercadoMagicoMX #MEXICO @mercado_magico #Venezuela
Wed Jun 13 15:35:37 +0000 2018,@FastCompany @amazon Good - thank God there are some non-idiots there in the city council. $AMZN
Wed Jun 13 15:28:07 +0000 2018,"RT @CNBCtech: Netflix $NFLX CEO Reed Hastings has been focused on Amazon $AMZN since at least 2013, based on an internal presentation he de\\u2026"
Wed Jun 13 15:19:52 +0000 2018,"Netflix $NFLX CEO Reed Hastings has been focused on Amazon $AMZN since at least 2013, based on an internal presentation he delivered, @sherman4949 reports -- tip @Techmeme https://t.co/SFxILglZtl"
Wed Jun 13 15:06:51 +0000 2018,What Amazon is doing with Whole Foods is about more than just groceries. My latest  https://t.co/jAkWwvdMPm $AMZN
Wed Jun 13 14:53:21 +0000 2018,"$SKT $AMZN $SPY $DIA $QQQ  \\nTanger: A New Amazon Threat, And Overbought https://t.co/cBAYygyxTh"
Wed Jun 13 14:45:26 +0000 2018,Amazon Com $AMZN Shareholder Central Asset Investments &amp; Management Holdings Hk LTD Has Trimmed Holding by $14.39 Million as Valuation Rose; Her Majesty The Queen In Right Of The Province Of Alberta Alberta Investment Management Raised Its Laboratory Amer Hldgs $LH Position ...
Wed Jun 13 14:41:56 +0000 2018,Horan Capital Advisors Holds Stake in Ingersoll $IR; Stoneridge Investment Partners Stake in Amazon Com $AMZN Increased as Stock Price Rose - https://t.co/6MUPZCkLmy
Wed Jun 13 14:34:30 +0000 2018,RT @LanceRoberts: Bank of America\'s Michael Hartnett: tech stocks may be about to come back to earth: https://t.co/LpkvhQCr4V by @MattEganC\\u2026
Wed Jun 13 14:22:44 +0000 2018,https://t.co/qLzaicbLIu $AMZN Rating Reiterated by Morningstar https://t.co/FiHnpH3uwX
Wed Jun 13 14:21:22 +0000 2018,RT @MktsInsider: Sears expands its Amazon autos partnership as the department store struggles to survive  https://t.co/S70gbR72TL $SHLD $AM\\u2026
Wed Jun 13 14:08:40 +0000 2018,Even @WSJ throws out critical financial analysis over $AMZN acquisition of Whole Foods - no consideration of effects of predatory price cuts on *bottom* line. https://t.co/qDmb9Cdstx
Wed Jun 13 13:51:27 +0000 2018,RT @GerberKawasaki: @kkyyzzaa We own $atvi and $ea but also Disney and amazon benefit as well through streaming. And Microsoft. $dis $amzn\\u2026
Wed Jun 13 13:48:49 +0000 2018,@kkyyzzaa We own $atvi and $ea but also Disney and amazon benefit as well through streaming. And Microsoft. $dis $amzn $msft Will be at #E32018 tomorrow looking for some new action.
Wed Jun 13 13:44:57 +0000 2018,"$AMZN, $SHLD expand tire deal to 118 auto centers https://t.co/fqUDOGCkfH via @TheStreet"
Wed Jun 13 13:43:54 +0000 2018,RT @GerberKawasaki: Big media day. Disney and fox nicely higher. Together they are awesome. Apart they will both be bought. Maybe @tim_cook\\u2026
Wed Jun 13 13:42:44 +0000 2018,Big media day. Disney and fox nicely higher. Together they are awesome. Apart they will both be bought. Maybe @tim_cook and Apple takes a look at Disney. Or amazon takes a look... $dis $aapl $foxa $amzn
Wed Jun 13 13:28:25 +0000 2018,"The Hollywood spend a thon is just beginning. New Amazon Chief Steps Up Talent War With Netflix, Courts A-List Creators - $amzn $nflx $twx $dis $cmcsa  https://t.co/rNiaPkq15v"
Wed Jun 13 13:21:42 +0000 2018,RT @Watching_Stocks: \\u26a1\\ufe0f Amazon $AMZN &amp; $HMNY Partnership also includes SONY!\\n\\n\\
Wed Jun 13 13:15:47 +0000 2018,"ICYMI: Amazon just signed a lease for its fifth Nashville-area operation.\\n\\nYesterday, we revealed its ongoing search for *another* distribution hub, which could push its total area portfolio near 3M square feet\\n\\nhttps://t.co/CeFKfsYCgv\\n$AMZN https://t.co/IHbWY9DW0x"
Wed Jun 13 13:08:01 +0000 2018,To BedBathBeyond:\\nYou sent me so many 20% coupons I could\'ve wallpapered the SearsTower.\\nSo I used them.\\nNow you only send me 10% coupons.\\n10% doesn\'t cover my sales tax.\\n#Fail $BBBY\\n#Amazon $AMZN
Wed Jun 13 13:00:03 +0000 2018,How Much Does Amazon Spend on R&amp;D? Less Than You Think. @themotleyfool #stocks $AMZN https://t.co/KV4v95ifxI
Wed Jun 13 12:40:33 +0000 2018,"Amazon expands Whole Foods delivery for Prime members to 4 more cities: Philadelphia, Boston, Baltimore, and Richmond, $AMZN #WholeFoods #Amazon #onlinegrocer #primemembership via @CNET https://t.co/S5YGbuNZrU"
Wed Jun 13 12:29:11 +0000 2018,Little $AMZN news... #Amazon growing... https://t.co/oc0yL9k5SQ
Wed Jun 13 12:18:31 +0000 2018,Yep looks like it\'ll be a panic buy $AMZN day. I knew the unrelated $T $TWX merger would boost Amazon stock today.\\n\\n$AAPL $NDX $QQQ $SPX
Wed Jun 13 11:20:50 +0000 2018,"@ReformedBroker Excellent!\\n\\n1st time on overcast - nice! \\ud83d\\ude4f\\ud83c\\udffd\\n\\n@michaelbatnick  $AMZN in my Roth since Feb lows - Too late now; too expensive - nobody buys it any more \\ud83d\\ude0e\\n\\nNeed to shop Amazon (again) today, will do a review \\ud83d\\udc4a\\ud83c\\udffd\\ud83c\\udf7b\\ud83d\\udc4d\\ud83c\\udffd"
Wed Jun 13 10:50:44 +0000 2018,https://t.co/JMVplIZUUg $AMZN Rating Reiterated by Macquarie https://t.co/o1pvXt6m36
Wed Jun 13 08:06:13 +0000 2018,the only number you need to remember today \\
Wed Jun 13 06:11:32 +0000 2018,RT @LanceRoberts: Bank of America\'s Michael Hartnett: tech stocks may be about to come back to earth: https://t.co/LpkvhQCr4V by @MattEganC\\u2026
Wed Jun 13 05:38:01 +0000 2018,$HMB $AMZN Inditex Goes Even More High-Tech as Zara Races With Amazon via https://t.co/jURZDymPXI
Wed Jun 13 05:34:03 +0000 2018,"Morgan Stanley Analysts Give https://t.co/qLzaicbLIu $AMZN a $1,700.00 Price Target https://t.co/TI0Rpi4A3p"
Wed Jun 13 05:33:54 +0000 2018,"Morgan Stanley Analysts Give https://t.co/5aEIyCdAuU $AMZN a $1,700.00 Price Target https://t.co/5ugyGifyfu"
Wed Jun 13 04:51:28 +0000 2018,Seattle divided as leaders halt tax on companies like $AMZN https://t.co/3GW8yIr4K6
Wed Jun 13 04:46:33 +0000 2018,RT @laurenthomasx3: Sears expands Auto Center partnership with Amazon to more stores. The stock briefly spiked more than 12% this morning $\\u2026
Wed Jun 13 04:33:38 +0000 2018,RT @LanceRoberts: Bank of America\'s Michael Hartnett: tech stocks may be about to come back to earth: https://t.co/LpkvhQCr4V by @MattEganC\\u2026
Wed Jun 13 03:30:04 +0000 2018,"@JustinPulitzer Also, $AMZN Chase credit card offers 5% CASH BACK on purchases on https://t.co/5ei8fd0Von or Whole Foods. That\'s pretty legit!!"
Wed Jun 13 02:31:59 +0000 2018,"$amzn not thrilled and wish it had more days making the U shape pattern but hey its amazon, anything goes. $amzn 1700 spot https://t.co/5fTdoPgHc3"
Wed Jun 13 02:09:41 +0000 2018,"For those who are worried..\\n\\nIn December 1999, Amazon went from $100+ a share to trading in the $5s following the dot-com bust.\\n\\nIn December 2017, Bitcoin went from $20K+ to now trading @ $6K. \\n\\nWho in the year 2000 thought  Amazon would have such utility today?\\n\\n$AMZN $BTC https://t.co/Hc45ZdzDdh"
Wed Jun 13 01:42:11 +0000 2018,"Seattle repeals per-worker tax in victory for Amazon, employers https://t.co/vrx4yKh6wX via @technology  $AMZN $MSFT"
Wed Jun 13 01:37:29 +0000 2018,"RT @RaviRomo: Apple Inc., Google, Facebook and https://t.co/InMH2bqstz Inc. are all widely viewed on Wall Street and among media executives\\u2026"
Wed Jun 13 01:27:18 +0000 2018,Amazon explored the idea of splitting up the Fox assets with Comcast\\u2014whereby Amazon would get the domestic properties and Comcast would get international assets\\u2014but the idea didn\\u2019t advance https://t.co/jEadCuHVV0  $AMZN $CMCSA $FOX $DIS
Wed Jun 13 01:26:33 +0000 2018,"Apple Inc., Google, Facebook and https://t.co/InMH2bqstz Inc. are all widely viewed on Wall Street and among media executives as potential acquirers of media assets https://t.co/jEadCuHVV0 \\n\\n$AAPL $AMZN $DIS $GOOGL $CMCS TWX FOX"
Wed Jun 13 01:23:12 +0000 2018,$AMZN Seattle votes to repeal new tax law following pressure by #Amazon and other local businesses https://t.co/yKqH8Y9aHD $SPY $GLD $SLV $QQQ $DIA $DJIA $IWM $TLT $EEM $ETH $BTC $LTC $XRP #stockmarket #commodities #investing #finance #stocks #gold #silver #bonds #bitcoin
Wed Jun 13 01:08:00 +0000 2018,$AMZN Amazon Wins As Seattle Repeals Tax on Big Employers via https://t.co/jURZDymPXI
Wed Jun 13 01:00:43 +0000 2018,RT @Watching_Stocks: \\u26a1\\ufe0f Amazon $AMZN &amp; $HMNY Partnership also includes SONY!\\n\\n\\
Wed Jun 13 00:59:03 +0000 2018,RT @MobilePotpurri: #Amazon looking into getting into #homeinsurance? https://t.co/vgoueAKjX6 $AMZN
Wed Jun 13 00:56:56 +0000 2018,RT @Watching_Stocks: \\u26a1\\ufe0f Amazon $AMZN &amp; $HMNY Partnership also includes SONY!\\n\\n\\
Wed Jun 13 00:24:18 +0000 2018,"RT @stevenfought: All of a sudden, the Toronto bid for $AMZN #HQ2 looks much stronger.\\n\\nAs it establishes its position in the global market\\u2026"
Wed Jun 13 00:20:06 +0000 2018,"Amazon\'s free Whole Foods delivery is a win for consumers https://t.co/LjZPlLet2S \\n\\nBUT, it is going to sink supermarkets, delivery services and the businesses that benefit indirectly (coffee shops, florists). \\n\\nMy $AMZN-filled portfolio won\'t agree, but this needs to be stopped"
Wed Jun 13 00:18:32 +0000 2018,$AMZN Seattle votes to repeal new tax law following pressure by Amazon and other local businesses https://t.co/jQbJmmXlHe
Wed Jun 13 00:02:18 +0000 2018,#Amazon is facing a #HUGE scandal in #EU after #German #worker reveals that $AMZN destroys tens of thousands of new returned #merchandise every day.  https://t.co/VCzvzkBFgA #AMZN #NYSE #DJIA #Nasdaq #StockMarket #WallStreet #stocks #bonds #equities #finance #economy #gold #oil
Wed Jun 13 20:33:02 +0000 2018,#investor filed #securities #classaction against QUALCOMM Incorporated $QCOM https://t.co/1IUNyXyhjL
Wed Jun 13 20:30:50 +0000 2018,$QCOM New SEC Document(s) for Qualcomm Incorporated\\nFrom our Stock News Alerts App
Wed Jun 13 18:00:30 +0000 2018,"Podcast Interview with #AI Expert Danny Rittman, CTO of (OTCQB: $GOPH) Gopher Protocol; @GOPH_CORP \\u2013 Co\\u2019s  Mentioned: IBM (NYSE: $IBM), Google (NasdaqGS: $GOOG), Intel (NasdaqGS: $INTC), Qualcomm (NasdaqGS: $QCOM)\\nhttps://t.co/3bNLc4Y0o5 https://t.co/LaeFK5RrL7"
Wed Jun 13 17:00:22 +0000 2018,Thoughts ?\\n\\n$QCOM QualComm\\n$F #Ford\\n$CTL #CenturyLink\\n$CQP #CheniereEnergy
Wed Jun 13 16:00:36 +0000 2018,"#Podcast Interview with #AI Expert Danny Rittman, CTO of (OTCQB: $GOPH) Gopher Protocol - Companies Mentioned: IBM (NYSE: $IBM), Google (NasdaqGS: $GOOG), Intel (NasdaqGS: $INTC), Qualcomm (NasdaqGS: $QCOM)\\nhttps://t.co/3bNLc4Y0o5 https://t.co/2iH1U7IXKs"
Wed Jun 13 15:08:39 +0000 2018,Another rumor that the tech news hacks got wrong. $QCOM\\n https://t.co/K5qlA7CctV
Wed Jun 13 15:00:43 +0000 2018,"QCOM made its 4th straight lower low this morn, tested 200D(lower band of key support zone,\\u00a0https://t.co/znBcYvim8G, rebounds, bought some($59.51), working $58.89/SCO, $qcom, #qcom, Qualcomm, #twows https://t.co/ek6mhBJJrd"
