Tue Jun 19 23:29:04 +0000 2018,"Insider Selling: Walmart Inc $WMT Director Sells 760,377 Shares of Stock https://t.co/SeOnoxJgzQ"
Tue Jun 19 06:08:18 +0000 2018,RT @futuresoption: An #Australian court has fined #Apple $6.5m for refusing to fix #iPhones and iPads that had been serviced by third parti\\u2026
Tue Jun 19 06:00:20 +0000 2018,RT @FinancialReview: .@Apple has been fined $9 million for blaming Australian customers for its own error.\\nhttps://t.co/a3bPDVq1xG\\n#tech #A\\u2026
Tue Jun 19 05:55:36 +0000 2018,"What\'s Happening To These Stocks? \\u2013 LightPath Technologies, Inc. (LPTH), #Apple Inc. $AAPL\\n\\nhttps://t.co/6IdHbFgupC https://t.co/47ZtLQiArb"
Tue Jun 19 05:54:41 +0000 2018,RT @futuresoption: An #Australian court has fined #Apple $6.5m for refusing to fix #iPhones and iPads that had been serviced by third parti\\u2026
Tue Jun 19 05:49:37 +0000 2018,RT @ACInvestorBlog: $AAPL Australian court fines Apple $6.7 million over iPhone \'bricking\' case https://t.co/P1dXdLLx9C
Tue Jun 19 05:42:24 +0000 2018,An #Australian court has fined #Apple $6.5m for refusing to fix #iPhones and iPads that had been serviced by third parties. $AAPL
Tue Jun 19 05:25:41 +0000 2018,Investors Buy Apple $AAPL on Weakness on Insider Selling https://t.co/NKJpaWtV4y
Tue Jun 19 05:25:26 +0000 2018,$AAPL Australian court fines Apple $6.7 million over iPhone \'bricking\' case https://t.co/P1dXdLLx9C
Tue Jun 19 05:18:03 +0000 2018,RT @ATMcharts: Here\'s Apple $AAPL at risk of falling back in the channel.  An 11% weighting in $QQQ  &lt; 185 gets my attention https://t.co/K\\u2026
Tue Jun 19 04:36:15 +0000 2018,RT @ATMcharts: Here\'s Apple $AAPL at risk of falling back in the channel.  An 11% weighting in $QQQ  &lt; 185 gets my attention https://t.co/K\\u2026
Tue Jun 19 04:29:29 +0000 2018,RT @ATMcharts: Here\'s Apple $AAPL at risk of falling back in the channel.  An 11% weighting in $QQQ  &lt; 185 gets my attention https://t.co/K\\u2026
Tue Jun 19 04:22:56 +0000 2018,Apple $AAPL Upgraded to Buy at BidaskClub https://t.co/TQxxjh09WO
Tue Jun 19 04:21:48 +0000 2018,Apple $AAPL Upgraded to Buy at BidaskClub https://t.co/2oEPhDu9M3
Tue Jun 19 04:21:01 +0000 2018,Apple $AAPL Upgraded to Buy at BidaskClub https://t.co/40KrMBWFpQ
Tue Jun 19 03:10:04 +0000 2018,"$AAPL #trademark #appeal 91241878 91241878 - PENDING, INSTITUTED - 87569616 https://t.co/1D9aXUpbe4 #IP #litigation #lawsuit #TTAB #tech https://t.co/GZqm4GFKOK"
Tue Jun 19 03:00:52 +0000 2018,RT @ATMcharts: Here\'s Apple $AAPL at risk of falling back in the channel.  An 11% weighting in $QQQ  &lt; 185 gets my attention https://t.co/K\\u2026
Tue Jun 19 03:00:27 +0000 2018,"Buy or Sell? What Analysts Recommends: Microsoft Corporation (MSFT), #Apple Inc. $AAPL\\n\\nhttps://t.co/dCj2Q2yIaR https://t.co/eacusr5uON"
Tue Jun 19 02:56:35 +0000 2018,New iPhone Leak Confirms Apple\'s Significant Decision\\n*Apple has the most leaks of any company have ever seen. How many more people are going to jail?*  https://t.co/uuZJUVGY0R\\n$AAPL
Tue Jun 19 02:42:30 +0000 2018,$AAPL sure. Apple phones will be boycotted in China. Fortunately China is only around 25% of total revenue https://t.co/F1turXzjkz
Tue Jun 19 02:26:30 +0000 2018,Apple fears U.S.-China trade war may lead to retaliation and shipping delays $AAPL - https://t.co/0EkaptJ6F8
Tue Jun 19 02:24:52 +0000 2018,good news $AAPL #Trump reportedly told Apple\'s Tim Cook that iPhones will be spared from #China tariffs   https://t.co/5Yq7omCyVj
Tue Jun 19 02:20:46 +0000 2018,Trump told Apple CEO iPhones will be spared from China tariffs: NYT https://t.co/rDZ0iLozqg\\n$AAPL
Tue Jun 19 02:17:06 +0000 2018,Here\'s Apple $AAPL at risk of falling back in the channel.  An 11% weighting in $QQQ  &lt; 185 gets my attention https://t.co/Kj6GxBEulB
Tue Jun 19 02:13:34 +0000 2018,"Dow Movers: GE, $AAPL\\n\\nhttps://t.co/w6oOAgHkDH https://t.co/duH0KGRfY1"
Tue Jun 19 02:04:04 +0000 2018,RT @FinancialReview: .@Apple has been fined $9 million for blaming Australian customers for its own error.\\nhttps://t.co/a3bPDVq1xG\\n#tech #A\\u2026
Tue Jun 19 02:00:00 +0000 2018,.@Apple has been fined $9 million for blaming Australian customers for its own error.\\nhttps://t.co/a3bPDVq1xG\\n#tech #Apple $AAPL
Tue Jun 19 01:42:21 +0000 2018,How Apple\\u2019s Tim Cook Became Tech\\u2019s Top Diplomat https://t.co/UafE5uU5fY  The administration will not place tariffs on iPhones $AAPL
Tue Jun 19 01:29:18 +0000 2018,New iPhone Leak Confirms Apple\'s Significant Decision - Forbes Magazine Very disappointing if accurate ... $AAPL  https://t.co/l1hUALFIIf
Tue Jun 19 01:24:02 +0000 2018,$AAPL $CEO $NYT Trump told Apple CEO iPhones will be spared from China tariffs: NYT https://t.co/IlJ7fa5KEc
Tue Jun 19 01:24:00 +0000 2018,$AAPL $CEO $NYT Trump told Apple CEO iPhones will be spared from China tariffs: NYT https://t.co/9OdE6AdW7d
Tue Jun 19 01:16:46 +0000 2018,RT @Trade_The_News: $AAPL Trump said to have told CEO Cook that iPhones will be excluded from China tariffs - NYT (Apple Inc)\\n(More at http\\u2026
Tue Jun 19 01:06:03 +0000 2018,$AAPL - Australia Court Orders Apple to Pay Penalty for Service Breach https://t.co/vXKB50N4nL
Tue Jun 19 01:06:02 +0000 2018,$AAPL - Australia Court Orders Apple to Pay Penalty for Service Breach https://t.co/V39NC7OT6S
Tue Jun 19 00:56:50 +0000 2018,$AAPL Trump said to have told CEO Cook that iPhones will be excluded from China tariffs - NYT (Apple Inc)\\n(More at https://t.co/cmJ04Oa37c)
Tue Jun 19 00:43:04 +0000 2018,Traders Buy Shares of Apple $AAPL on Weakness Following Insider Selling https://t.co/mud5tlq3Mw
Tue Jun 19 00:41:58 +0000 2018,Traders Buy Shares of Apple $AAPL on Weakness Following Insider Selling https://t.co/xbtgJzmWx8
Tue Jun 19 00:41:10 +0000 2018,Traders Buy Shares of Apple $AAPL on Weakness Following Insider Selling https://t.co/uPdPuxqjWw
Tue Jun 19 00:05:37 +0000 2018,10 Reasons Why I\'m Selling All of My Apple Stock @themotleyfool #stocks $AAPL https://t.co/4TlkoNIdrz
Tue Jun 19 00:04:17 +0000 2018,Tim Cook profile describes Apple CEO\'s unexpected role in trade talks between Trump &amp; China - 9to5Mac\\n\\n$AAPL  https://t.co/f1i0sid4e9
Tue Jun 19 00:01:53 +0000 2018,"By Pushing Your Location Straight to 911, iOS 12 Will Save Lives $AAPL - https://t.co/iBqm0jWmlb"
